虽举足以蹈道兮，哀与我者为谁？	凡有爵者，与七十者，与未龀者，皆不为奴。	9, 9	5, 5	f
不见子都，乃见狂且。	后至者乃弗及遁。	5, 5	3, 3	t
诚如是，则霸业可成，汉室可兴矣。	山不在高，有仙则名；水不在深，有龙则灵。	4, 4	7, 7	t
且以喜乐，且以永日。	小池聊养鹤，闲田且牧猪。	0, 0	8, 8	t
以邦事作龟之八命：一曰征，二曰象，三曰与。	﹝重耳﹞乞食于野人，野人与之块。	19, 19	12, 12	t
一若志，无听之以耳，而听之以心。	若不妒清妍，却成相映烛。	1, 1	0, 0	t
及七君而天下为秦。使天下为秦者，商君也。	君以郡败吾章，已得如意，欲复亡为？	6, 6	15, 15	f
谚曰：‘有白头而新，倾盖而故。’	然则虚者固不为空洞无物，静者固不谓兀然而木石也。	7, 7	19, 19	t
不要为玩弄技巧而写诗。	而，犹以也，言谁可以为之也。古者而与以同义，故可以或曰可而。	7, 7	0, 0	f
乃命羲和。	守丞死，乃入据陈。	0, 0	4, 4	t
夺其物，故仇我	臣从其计，大王亦幸赦臣	3, 3	4, 4	t
吾有所善者皆疏，同产处临菑，善为方，吾不若，其方甚奇，非世之所闻也。	凡得一职，必先审问其同僚者何如人，问其不能而不己若也，则幸而喜。	20, 20	24, 24	t
吾老于其间	公笃于朋友	2, 2	2, 2	f
茂林修竹	况修短随化	2, 2	1, 1	f
春秋二百四十二年，变异为众，莫若日蚀大。	谁能说‘有伤风化’情事，比高门大族为多呢？	11, 11	17, 17	t
桓公问于管子曰：‘楚者，山东之强国也……为之奈何？’管子对曰：‘即以战斗之道与之矣。’	此人暴虐吾国相，王县购其名姓千金，夫人不闻与？何敢来识之也？	38, 38	21, 21	f
而用流俗人之言	而予不得从行	0, 0	0, 0	f
通计一舟，为人五。	﹝王吉﹞皆好车马衣服，其自奉养极为鲜明，而亡金银锦绣之物。	5, 5	16, 16	f
周公属籍致政，北面委质而臣事之，请而后为，复而后行。	夫滕，壤地褊小，将为君子焉，将为野人焉。	19, 19	9, 9	f
道得于此，则穷达一也，为寒暑风雨之序矣。	与为一声之转，故为有与义，与亦有为义。	11, 11	1, 1	f
吾庐陵其独无西溪刘哉	其皆出于此乎	3, 3	0, 0	f
乃张重利以诱民，操大威以驱之，则举世之人，可令冒白刃而不恨，赴汤火而不难。	边遽乃至。	0, 0	2, 2	f
大事是不可为的了！	小二道：‘﹝焦大郎﹞有便有些产业，也不为十分富厚。’	5, 5	19, 19	f
俯贻则于来叶，仰观象于古人。	不若居高养蒙，不为世网所羁，颇以李白为则。	2, 2	19, 19	t
子曰：‘为之难，言之得无讱乎？’皇侃疏：为，犹行也。	人之为言，苟亦无信。	4, 4	2, 2	f
他年我若为青帝，报与桃花一处开。	天下熙熙，皆为利来；天下攘攘，皆为利往。	4, 4	6, 6	f
獭祭鱼，其必与之献，何也？曰：非其类也。	不须乞米供高士，但与开轩作胜游。	6, 6	9, 9	f
故不战而强弱胜负已判矣	是故燕虽小国而后亡	3, 3	6, 6	t
朝服跃马入河而死	鸣之而不知其意	6, 6	2, 2	f
见其发矢十中八九	大兄何见事之晚乎	0, 0	3, 3	f
假官屋数间以蔽风雨	谨拜表以闻	5, 5	3, 3	t
知人者智，自知者明。	他们是农民中极艰苦者，极易接受革命的宣传。	2, 2	9, 9	t
或以供奉之物不精	此独以跛之故	4, 4	4, 4	t
夫迷知反，往哲是与。	夫子至于是邦也，必闻其政，求之与？抑与之与？	8, 8	15, 15	f
今在提纲所，应难扫石眠。	浴场都造得好，这一所更其华丽。	4, 4	9, 9	f
听聪视明，一似尧禹。生知法式，动得理所。	除君之恶，唯力所及。	18, 18	7, 7	f
夜叉等霁狞毒，为戚施之颜，肘行而前。	昔僧徒一万八千，今渐减少，并学大乘，寂定为业。	7, 7	20, 20	f
然孔子修道鲁卫之间，教化洙泗之上，弟子不为变，当世不为治，鲁国之削滋甚。	元大德十一年，杭州大饥，官设粥仙林寺中，饥民殍死，不为衰止。	20, 20	26, 26	t
我固知齐军怯，入吾地三日，士卒亡者过半矣。	昔谏大夫郑昌有言：‘山有猛兽者，藜藿为之不采。’	16, 16	14, 14	t
凡有四端于我者，知皆扩而充之矣，若火之始然，泉之始达。	功可以窃，而罪可以诿，莫阁臣若。	16, 16	14, 14	t
若君不修德，舟中之人尽为敌国也。	今备二载之用，且丰尔之给，将为其志也。	11, 11	14, 14	f
亲旧知其如此	其真无马邪	3, 3	0, 0	f
言必出乎正，动必由乎礼。趋舍取予，咸则乎古之君子。	纣杀王子比干而不悔，身死则国亡。	18, 18	12, 12	f
一怒而诸侯惧	困于心，衡于虑，而后作	2, 2	8, 8	t
夫夷以近，则游者众；险以远，则至者少。	家有老母，必禀请以行。	2, 2	8, 8	t
夫迷知反，往哲是与。	昆弟三人，俱传父祖业，从进士举，君独不与俗为事。	8, 8	19, 19	f
所不与舅氏同心者，有如白水！	子见南子，子路不说。夫子矢之曰：‘予所否者，天厌之，天厌之！’	0, 0	18, 18	t
以邦事作龟之八命：一曰征，二曰象，三曰与。	与谓予人物也。	19, 19	0, 0	t
匪且有且，匪今斯今，振古如兹。	且者，指事之词，犹言今。	1, 1	0, 0	t
以不能取容当世，故终身不仕。	临末我还要记念镰田诚一君，他是内山书店的店员……三三年七月，以病在故乡去世。	0, 0	30, 30	t
广令诸骑曰：‘前！’前未到匈奴陈二里所，止，令曰：‘皆下马解鞍！’	建章、未央、长乐宫钟虡铜人皆生毛，长一寸所。	18, 18	20, 20	t
人尝有言部亭长受其米肉遗者，茂辟左右问之曰：‘为汝有事嘱之而受乎？’	天快黑的时候，到了一个小镇，名为三栋。	23, 23	15, 15	f
吾岂若使是君为尧舜之君哉？	圣祖临雍劝讲，于什百词臣中简一人焉为天下师，不次超迁，若以为非苑莫属也。	2, 2	27, 27	f
其所亲爱而辟焉，之其所贱恶而辟焉。	方其人之习君子之说。	8, 8	3, 3	f
容与乎阳林，流眄乎洛川。	醉翁之意不在酒，在乎山水之间也。	2, 2	9, 9	t
有典有则，贻厥子孙。	复睹东都辉，重见汉朝则。	3, 3	10, 10	t
此太平安人之务也	使居无过之地	5, 5	4, 4	t
千人所指，无病而死。	时之所重，仆之所轻。	2, 2	2, 2	t
曩者霸上、棘门军，若儿戏耳，其将固可袭而虏也。	郯子之徒，其贤不及孔子。	14, 14	5, 5	t
殷因于夏礼，所损益可知也。	后月日南至，相贺因旧俗。	1, 1	8, 8	t
山不在高，有仙则名；水不在深，有龙则灵。	月满则亏，水满则溢。	7, 7	2, 2	t
俟我于著乎而，充耳以素乎而，尚之以琼华乎而。	春蛾出蛹，修眉扬而！	5, 5	8, 8	t
昔汉受天下于秦，因秦之制，而不害为汉。	后月日南至，相贺因旧俗。	8, 8	8, 8	t
山水清奇，甲于他郡	不拘于时，学于余	6, 6	6, 6	f
南冥者，天池也。	和氏璧，天之所共传宝也。	6, 6	10, 10	t
辍耕之垄上	又间令吴广之次所旁丛祠中	2, 2	5, 5	t
大率义之所在，毅然必为。	嗟我妇子，曰为改岁，入此室处。	10, 10	6, 6	f
据咸阳，以令诸侯	家贫，无从致书以观	4, 4	7, 7	t
于三月十五日，天子亲到御园，向东南方打其一弹。	不幸夫主亡逝已过，只有一个孩儿，年长八岁，俺娘儿两个，过其日月。	19, 19	28, 28	t
怕则怕，追锋征起。	许多房奁，尽被官府籍没了，则藏得这物。	1, 1	13, 13	t
陵军五千人，兵矢既尽，士死者过半，而所杀伤匈奴亦万余人，且引且战。	且道德之为用，非特革命而已，事有易于革命者，而无道德亦不可就。	28, 28	0, 0	f
固非求为我之一身而已。	天下熙熙，皆为利来；天下攘攘，皆为利往。	3, 3	6, 6	t
先生不羞，乃有意欲为收责于薛乎？	遂与六曹豪吏，姑熟贤者，乃缁乃黄，凫趋梵庭，请扬宰君之鸿美。	5, 5	12, 12	f
其欲蚤处家者，有所二十年处家；其欲晚处家者，有所四十年处家。	隶捉石以投，骤如急雨，中杨腕，不能握刃。方危急所，遥见一人，腰矢野射。审视之，王生也。	8, 8	23, 23	t
昔如水上鸥，今为罝中兔。	元大德十一年，杭州大饥，官设粥仙林寺中，饥民殍死，不为衰止。	7, 7	26, 26	f
乃至烦扰道上，疲费过所。	又泰山太守张愿举郡叛，河北骚动，玄自以处分失所，上疏送节，尽求解所职。	10, 10	22, 22	t
若也利虽倍于今，而不便于后，弗为也；安虽长久，而以私其子孙，弗行也。	适当世明主之意，则有直任布衣之士，立为卿相之处。	15, 15	18, 18	f
今王嗣受其命，我亦惟兹二国命，嗣若功。	若方在童稚时，受母氏之笞督，至今犹栗栗危惧。	16, 16	0, 0	t
又与今人之贱人，执其兵刃毒药水火，以交相亏贼，此又天下之害也。	同官尽才俊，偏善柳与刘。	1, 1	9, 9	f
我罔为臣仆。	他年我若为青帝，报与桃花一处开。	2, 2	4, 4	t
隋文帝以子秦孝王俊有疾，驰召名医许智藏。	汉王下马踞鞍而问曰：‘吾欲捐关以东等弃之，谁可与共功者？’	3, 3	15, 15	f
夫子何哂由也？	闻先生得钱，即以多具牛酒而烧券书，何？	2, 2	17, 17	t
作八角亭以游息焉	焚百家之言，以愚黔首	4, 4	6, 6	t
君子有酒，旨且多。	但是那执刀的手，发出夺目的金光，灿灿的不止一道，尤其觉得庄严且宝贵。	6, 6	30, 30	t
久居，祸且及汝	若属皆且为所虏	4, 4	3, 3	t
以钱覆其口	以光先帝遗德	0, 0	0, 0	f
仁者，天下之表也；义者，天下之制也。	北山愚公者，年且九十，面山而居。	1, 1	4, 4	t
﹝王君俞﹞为家不问田宅，平居无亵私、流侈之好。	夏寒雨霜，甲子干戊子，介虫不为。	5, 5	14, 14	f
汝心之固	往送之门	2, 2	2, 2	f
乃赐八尺珊瑚一树，龙脑香一帖，明珠百颗，八宝嵌金合一双，为作嫁资。	汗青得失更谁论，尤物竞为人宝爱。	28, 28	11, 11	f
予独爱莲之出淤泥而不染	何陋之有	4, 4	2, 2	f
会于西河外渑池	后之览者，亦将有感于斯文	1, 1	9, 9	f
渐望渐高，乃明星也	乃不知有汉	5, 5	0, 0	t
至东城，乃有二十八骑。	边遽乃至。	4, 4	2, 2	f
君爱宛甚，何不一为酒其家？陈奇猷集释引太田方曰：为酒，置酒也。	﹝公孙度﹞越海收东莱诸县，为营州刺史。	8, 8	13, 13	t
儒家之宗，孔子也；墨家之祖，墨翟也。且案儒道传而墨法废者，儒之道义可为，而墨之法议难从也。	秦有侍中、仆射，其初且非官名，惟供奉左右，是其职业。	18, 18	10, 10	f
羯胡事主终无赖，词客哀时且未还。	你倒未曾接我，且敢争我不拜？	12, 12	7, 7	t
殷之即丧！指乃功，不无戮于尔邦？	宰相武公元衡之出剑南，奏夺为观察推官。	1, 1	6, 6	t
冬日则为之𫗴粥，夏日则与之瓜麮。	乃赐八尺珊瑚一树，龙脑香一帖，明珠百颗，八宝嵌金合一双，为作嫁资。	3, 3	28, 28	t
得之为有财，古之人皆用之。	屠耆单于使日逐王先贤掸兄右奥鞬王为乌藉都尉各二万骑，屯东方以备呼韩邪单于。	2, 2	16, 16	t
名见于六朝永昌二年置牺所，又有钱所，天监中有刻漏所。	太宗甲午年，始立征收课税所。	11, 11	12, 12	t
子曰：‘苟正其身矣，于从政乎何有？不能正其身，如正人何？’	知不可乎骤得，托遗响于悲风。	13, 13	3, 3	t
是知天咫，安知民则。	早来到也，咱见相公去则。	8, 8	10, 10	t
恐其逃逸，便须禁锢	故列叙时人，录其所述	1, 1	7, 7	f
謼尔而与之，行道之人弗受；蹴尔而与之，乞人不屑也。	吾恂恂而起。	2, 2	3, 3	t
肃肃鸨羽，集于苞栩。	既伐于崇，作邑于丰。	6, 6	2, 2	f
故善日者王	王者敬日	2, 2	3, 3	t
郴江幸自绕彬山，为谁流下潇湘去？	我还要为各种各样的人办各种各样的事，做各种各样的工作。	8, 8	3, 3	t
避汉祖讳，遂以字称	少以父任	6, 6	1, 1	f
是焉得为大丈夫乎	二石兽并沉焉	1, 1	5, 5	f
惶恐饮药而死	人而不仁，如乐何	4, 4	1, 1	f
其弟以千亩之战生，命之曰成师。	柔石，原名平复，姓赵，以一九零一年生于浙江省台州宁海县的市门头。	2, 2	11, 11	t
有怀于卫，靡日不思。	尚未熟悉于足下，何从便得之也。	2, 2	4, 4	t
周顾视车辙	三顾臣于草庐之中	1, 1	1, 1	f
交易而退，各得其所。	又泰山太守张愿举郡叛，河北骚动，玄自以处分失所，上疏送节，尽求解所职。	8, 8	22, 22	t
晋侯以我丧故	赵王岂以一璧之故欺秦邪	5, 5	7, 7	t
君子耻焉	吴之民方痛心焉	3, 3	6, 6	f
其闻之者，吾以除之矣。	吾念十九入汝家，今以八十矣，凡生汝辈三男二女。	6, 6	9, 9	t
夜叉等霁狞毒，为戚施之颜，肘行而前。	上遂诏吴道玄、韦无忝、陈闳，令同制金桥图……图成，时为‘三绝’焉。	7, 7	26, 26	f
归而疾作	君子博学而日参省乎己	1, 1	4, 4	f
今者久留陈蔡之间，诸大夫所设行者非仲尼之意。	日者，淮南、衡山修文学，招四方游士；山东儒墨咸聚于江淮之间，讲议集论，著书数十篇。	1, 1	1, 1	t
屠耆单于使日逐王先贤掸兄右奥鞬王为乌藉都尉各二万骑，屯东方以备呼韩邪单于。	与为一声之转，故为有与义，与亦有为义。	16, 16	1, 1	t
鲜虞曰：‘一与一，谁能惧我！’	大夫有所往，必与公士为宾也。	6, 6	7, 7	f
着我过去切鲙，得些钱钞养活我来也好。	是以明主之于言也，必自也听之，必自也择之，必自也聚之，必自也藏之，必自也行之。	15, 15	7, 7	f
彼其之子，不与我戍申。	彼其之子，不称其服。	1, 1	1, 1	t
有蒋氏者，专其利三世矣。	八月其获，十月陨萚。	6, 6	2, 2	f
舜发于畎亩之中	属予作文以记之	5, 5	6, 6	f
为宣义军节度使	为御史弹而见废	0, 0	0, 0	f
惟弈秋之为听。	各以事牵，不可合并，其于人人，非足下之为见，而日与之处，足下知吾心乐否也！	4, 4	19, 19	t
愿伯具言臣之不敢倍德也。	哎，儿也，则被你痛杀我也。	10, 10	3, 3	f
侍中周毖、城门校尉伍琼、议郎何颙等，皆名士也，卓信之，而阴为绍。	人之为言，苟亦无信。	29, 29	2, 2	f
刓剥环四面而集	则其势不能久而无动	5, 5	6, 6	t
以八则治都鄙。	复睹东都辉，重见汉朝则。	2, 2	10, 10	t
此数四者，用兵之患也，而操皆冒行之。	以弱为强者，非惟天时，抑亦人谋也。	3, 3	4, 4	f
此因理直而言不得不直，非彼此有故渎之意也，弟其宽心勿畏可也。	凡是其属，太保之任也。	22, 22	2, 2	f
意暇甚	意将隧入以攻其后也	0, 0	0, 0	f
吕鱼虾而友糜鹿	然则将军之仇报，而燕国见陵之耻除矣	3, 3	8, 8	t
真宗览而嘉之	武帝嘉其义	4, 4	2, 2	t
什么红白喜事，讨媳妇，死了人，大办其酒席，实在可以不必。	如果移到别处，结成的佛手就像拳头那么一个，没有长长的指头，不成其为‘手’了。	17, 17	31, 31	t
往之女家	何陋之有	1, 1	2, 2	f
中国之小说自来无史。	皇父之二子死焉。	2, 2	2, 2	f
其妻献疑曰	其如土石何	0, 0	0, 0	f
风摇玉珮清，今夕为何夕。	叟指妇云：‘此为老荆。’	8, 8	7, 7	t
度支员外郎宋迪工画，尤善为平远山水。	然孔子修道鲁卫之间，教化洙泗之上，弟子不为变，当世不为治，鲁国之削滋甚。	12, 12	20, 20	f
强志于学	使飞镞于前	2, 2	3, 3	t
今已有数万之众者也，陶诞比周以争与。	假令仆伏法受诛，若九牛亡一毛……而世又不与能死节者比，特以为智穷罪极，不能自免，卒就死耳。	16, 16	20, 20	f
欲使仲子处于陵之地，避若兄之宅，吐若兄之禄，耳闻目见，昭晰不疑，仲子不处不食明矣。	君子哉若人！尚德哉若人！	11, 11	3, 3	f
知止而后有定	人而不仁，如礼何	2, 2	1, 1	f
寄松为女萝，依水如浮萍。	王觐为可。	2, 2	2, 2	f
人主不能不有游观、安燕之时，则不得不有疾病、物故之变焉。	饮则食兮寿而康。	14, 14	1, 1	t
蒙辞以军中多务	可以为师矣	2, 2	1, 1	f
宦官惧其毁己	何独眷眷于长吉而使其不寿耶	3, 3	9, 9	t
而刀刃若新发于硎	然后从而刑之	0, 0	3, 3	f
抱铨坐膝下读之	呼尔而与之	6, 6	4, 4	t
雨旸时若，善也。	若民，则无恒产，因无恒心。	3, 3	0, 0	f
发民筑城，日夜不得休息，民大惊扰，争迁居城中。男女昏会，不复以年。	自古于今，上以天子，下至庶人，蔑有好利而不亡者，好义而不彰者也。	30, 30	6, 6	f
单于自度战不能与汉兵。	望时而待之，孰与应时而使之！	7, 7	7, 7	f
非直不予，乃少恶之。	乃圣乃神，乃武乃文。	5, 5	0, 0	f
家本秦也，能为秦声。妇，赵女也，雅善鼓瑟。	夫子为弗闻也者而过之。	6, 6	2, 2	f
自魏其、武安之厚宾客，天子常切齿。	宰相武公元衡之出剑南，奏夺为观察推官。	6, 6	6, 6	t
若从君惠而免之，以赐君之外臣首，首其请于寡君而以戮于宗，亦死且不朽。	臣迺市井鼓刀屠者，而公子亲数存之。	6, 6	15, 15	t
郴江幸自绕彬山，为谁流下潇湘去？	一心只想着为无娇觅一佳婿，四下访问，再无一人当意。	8, 8	5, 5	t
朔来朔来，受赐不待诏，何无礼也！拔剑割肉，壹何壮也！	五城何迢迢！迢迢隔河水。	11, 11	2, 2	t
而刘夙婴疾病	卫而出之于境	0, 0	1, 1	f
曩者霸上、棘门军，若儿戏耳，其将固可袭而虏也。	今日成远别，相对心凄其。	14, 14	10, 10	f
尤好属文	属引凄异	2, 2	0, 0	f
征伐者，因民之欲也。能因则无敌于天下矣。	因天下之失望，顺宇内之推心。	4, 4	0, 0	t
此言世之愚学与法术之士，皆名为有术之士，而其实不同也。	皇帝不使吏与其间，赦大王，甚厚。	6, 6	5, 5	f
庖丁为文惠君解牛	为之四顾，为之踌躇满志	2, 2	5, 5	f
黍不为黍，不能蕃庑。	天快黑的时候，到了一个小镇，名为三栋。	2, 2	15, 15	f
湖中人鸟声俱绝	率妻子邑人来此绝境	6, 6	7, 7	f
子曰：‘始吾于人也，听其言而信其行；今吾于人也，听其言而观其行。于予与改是。’	若壅其口，其与能几何？	34, 34	6, 6	t
粮食大侈，不顾其后，俄则屈安穷矣。	于是至则围王离，与秦军遇。	11, 11	3, 3	t
道之以德，齐之以礼，有耻且格。	不知为什么，一个女人一做了母亲，便将一切都缩小了，且总是那样小气，填不满那物质的奢望。	12, 12	25, 25	t
若原州一面镇静，则本路只御捍西北一路，易为兵力。	欲如伍被计，使人为得罪而西。	20, 20	8, 8	f
太中大夫宋汉清修雪白，正直无邪……予录乃勋，引登九列。	汝万民乃不生生，暨予一人猷同心。	19, 19	3, 3	f
狼不敢前	犬又如前	3, 3	3, 3	f
夫迷知反，往哲是与。	皇帝不使吏与其间，赦大王，甚厚。	8, 8	5, 5	f
陈康肃公善射	择其善者而从之	4, 4	2, 2	f
老而无妻曰鳏，老而无夫曰寡，老而无子曰独，幼而无父曰孤。此四者，天下之穷民而无告者。	这二者那一种有利些，请加研究。	30, 30	2, 2	t
朝晖夕阴，气象万千，此则岳阳楼之大观也。	忧则忧鸾孤凤单，愁则愁月缺花残，为则为俏冤家。	11, 11	1, 1	f
余始拜公于许	不拘于时	4, 4	2, 2	f
吾为祐之合，乃天也，非媒氏之力也。	雷横兄弟，他自犯了该死的罪，我因义气放了他，出头不得，上山入伙，我亦为他配在这里。	1, 1	34, 34	f
雨麦子峻山之阳	属客而告之	5, 5	4, 4	f
道得于此，则穷达一也，为寒暑风雨之序矣。	寄松为女萝，依水如浮萍。	11, 11	2, 2	t
家本秦也，能为秦声。妇，赵女也，雅善鼓瑟。	人尝有言部亭长受其米肉遗者，茂辟左右问之曰：‘为汝有事嘱之而受乎？’	6, 6	23, 23	f
往往而有	渔父鼓枻而去	2, 2	4, 4	t
桑之未落，其叶沃若。	山群披风方穆若，花时分袂更凄然。	8, 8	6, 6	t
师道之不复，可知矣	快然自足，不知老之将至	7, 7	6, 6	t
刀兵盗贼水旱饥荒，又接连而起。	为了进攻而防御，为了前进而后退，为了向正面而向侧面，为了走直路而走弯路，是许多事物在发展过程中所不可避免的现象。	12, 12	4, 4	t
生与来日，死与往日。	若壅其口，其与能几何？	1, 1	6, 6	f
一出乎其诚	飘飘乎如遗世独立	2, 2	2, 2	f
若网在纲，有条而不紊；若农服田力穑，乃亦有秋。	这个人若没有好朋友，是一天也活不了的。	0, 0	3, 3	f
治世之音安以乐，其政和；乱世之音怨以怒，其政乖。	家有老母，必禀请以行。	5, 5	8, 8	t
九五，有孚挛如，富以其邻。象曰：有孚挛如，不独富也。	余一人有罪，无以万夫。	9, 9	7, 7	t
假令仆伏法受诛，若九牛亡一毛……而世又不与能死节者比，特以为智穷罪极，不能自免，卒就死耳。	谁能刻镂此？公输与鲁班。	20, 20	8, 8	t
风摇玉珮清，今夕为何夕。	兖州为战国时代古城。	8, 8	2, 2	t
若原州一面镇静，则本路只御捍西北一路，易为兵力。	孙叔敖疾，将死，戒其子曰：‘王亟封我矣，吾不受也。为我死，王则封汝。汝必无受利地！’	20, 20	25, 25	f
上有六龙回日之高标	嗟尔远道之人胡为乎来哉	6, 6	4, 4	t
人之为言，苟亦无与。	凡有爵者，与七十者，与未龀者，皆不为奴。	8, 8	5, 5	f
人之为言，苟亦无与。	我未与其本事也。	8, 8	2, 2	t
而以圣人望于人	摇尾而求食	0, 0	2, 2	f
面山而居	聚室而谋曰	2, 2	2, 2	t
望石再拜而去	毕礼而归之	4, 4	2, 2	t
子墨子解带为城，以牒为械。	庄公通焉，骤如崔氏。以崔子之冠赐人。侍者曰：‘不可。’公曰：‘不为崔子，其无冠乎？’	5, 5	32, 32	f
按彊助弱，圉暴止贪……此天下之所载也，诸侯之所与也。	桓公知天下诸侯多与己也，故又大施忠焉。	23, 23	8, 8	t
去吾家不一里，乃未始一至焉	今其智乃反不能及，其可怪也欤	6, 6	8, 8	t
遇由是不忍战	由是感激	2, 2	1, 1	t
但当涉猎	当世无双	1, 1	0, 0	f
何其久也？	然则乡之所谓知者，不乃为大盗积者也？	3, 3	16, 16	t
其敬而易者	思国之安者，必积其德义	0, 0	8, 8	t
彼其之子，舍命不渝。	彼其之子，不称其服。	1, 1	1, 1	t
其妻献疑曰	其真无妈邪	0, 0	0, 0	f
太中大夫宋汉清修雪白，正直无邪……予录乃勋，引登九列。	便是深知乃兄为人的仲平也觉得这样的‘好整以暇’未免过了点分。	19, 19	4, 4	t
歼厥渠魁，胁从罔治。旧染污俗，咸与惟新。	同官尽才俊，偏善柳与刘。	16, 16	9, 9	f
所与游者，王参元、杨敬之、权璩、崔植为密。	谁能说‘有伤风化’情事，比高门大族为多呢？	18, 18	17, 17	t
都水丞侯叔献时莅其役	著我旧时裳	6, 6	3, 3	f
教之以进退坐作之方	而唐室固以微矣	2, 2	4, 4	f
长为南山固，永与朝日明。	何求为我，以戾庶正。	1, 1	2, 2	f
謼尔而与之，行道之人弗受；蹴尔而与之，乞人不屑也。	若是，则人臣轻职业，让贤而，安随其后。	2, 2	12, 12	f
以至于永嘉	臣头今与璧俱碎于柱矣	2, 2	7, 7	f
而从仕之日得学之功十三	所识穷乏者得我与	5, 5	5, 5	f
乃如之人兮，逝不古处。	之三子者，则皆友之矣。	2, 2	0, 0	t
以为己生岁值‘子’；鼠，子神也，因爱鼠，不畜猫犬。	我打从学堂门口过，听见念书的声音好听，因在店里偷了钱买这本书来念。	16, 16	19, 19	t
谁能刻镂此？公输与鲁班。	此人暴虐吾国相，王县购其名姓千金，夫人不闻与？何敢来识之也？	8, 8	21, 21	f
使吾君固寿，金玉之贱，人民是宝。	见卿如获异宝，何憎之云！	8, 8	9, 9	t
﹝公孙度﹞越海收东莱诸县，为营州刺史。	﹝王吉﹞皆好车马衣服，其自奉养极为鲜明，而亡金银锦绣之物。	13, 13	16, 16	f
殷因于夏礼，所损益可知也。	昔汉受天下于秦，因秦之制，而不害为汉。	1, 1	8, 8	t
此天亡楚之时也。不如因其机而遂取之。	比所与杨书记书，盖缘久阙附状，求因间粗述下情。	10, 10	16, 16	t
梁丘据御六马而来	子犹驰而造焉	6, 6	3, 3	t
其名位当过我	其真不知马也	0, 0	0, 0	f
公摄位而欲求好于邾，故为蔑之盟。	天下熙熙，皆为利来；天下攘攘，皆为利往。	11, 11	6, 6	f
是臣尽节于陛下之日长	设九宾礼于庭	4, 4	4, 4	f
臣以神遇而不以目视	以无厚入有间	1, 1	0, 0	t
傅笑而许之今之众人，	其下圣人也亦远矣，而耻学于师。	9, 9	8, 8	f
好令京城少年为妇人服饰，入殿歌舞，与后宫观之。	那些对他开玩笑的人，范围是颇为宽广的。	6, 6	14, 14	f
侍中周毖、城门校尉伍琼、议郎何颙等，皆名士也，卓信之，而阴为绍。	今备二载之用，且丰尔之给，将为其志也。	29, 29	14, 14	t
乃奋臂以指拨眥	谓狱中语乃亲得之于史公云	0, 0	4, 4	f
而廉夫畏其洁，高士则其操，儒先宗其学。	早来到也，咱见相公去则。	9, 9	10, 10	f
与可之教予如此	苟非吾之所有	2, 2	3, 3	f
吾顾见汝，比及三年，将复而野。	除疾之道，极其候证，询其嗜好，察致疾之由来，观而人之所患，则穷其病之始终也。	12, 12	23, 23	t
山不在高，有仙则名；水不在深，有龙则灵。	佛书以一条为一则。	7, 7	7, 7	f
公孙卿言见神人东莱山，若云‘见天子’。	鸣声若有意，颠倒相追奔。	11, 11	2, 2	t
显道神德行，是故可与酬酢，可与祐神矣。	大夫有所往，必与公士为宾也。	9, 9	7, 7	t
臣以供养无主	以五十步笑百步	1, 1	0, 0	f
民春以力耕，暑以强耘，秋以收敛，冬间无事，以伐林而积之。	水底偶平不平，而声以鸣不鸣。	2, 2	9, 9	t
桃之夭夭，灼灼其华，之子于归，宜其室家。	郯子之徒，其贤不及孔子。	7, 7	5, 5	t
前者唱于而随者唱喁。	来信于我的诗，奖誉太过。	3, 3	2, 2	f
今夫与人相若也，无丰年旁入之利，而独以完给者，非力则俭也。	曰安且治者，非愚则谀。	25, 25	8, 8	t
爱其子，择其师而教之；于其身也，则耻师焉，惑矣。	这两句文虽甚浅，其意则深。	16, 16	10, 10	t
其在鸟则雄为阳，雌为阴。	等袁老爷回来，把我送上门去，我自有好话为你，或者连那场人命都解散了，也不可知。	5, 5	19, 19	f
得之为有财，古之人皆用之。	吾为祐之合，乃天也，非媒氏之力也。	2, 2	1, 1	t
善为国家者何如	弗学，不知其善也	0, 0	6, 6	f
可而犹可以也。	而，犹以也，言谁可以为之也。古者而与以同义，故可以或曰可而。	1, 1	0, 0	t
天乎！吾无罪！	松母泣曰：‘天乎，然则吾儿囚矣！’	1, 1	7, 7	t
知君悟此道，所未披袈裟。	朅来事儒术，十载所能逞。	6, 6	8, 8	t
自澶渊讲和以来，百姓自相团结，为弓箭社，不论家业高下，户出一人。	总为浮云能蔽日，长安不见使人愁。	15, 15	1, 1	f
列坐其次	后之好事者，其览之哉	2, 2	6, 6	f
适当世明主之意，则有直任布衣之士，立为卿相之处。	由此一念，又不得居此。复堕下界，且结良缘。或为天，或为人，决再相见，好合如旧。	18, 18	22, 22	t
悖于县君而不悖于大君欤	不拘于时，学于余	7, 7	6, 6	f
以邦事作龟之八命：一曰征，二曰象，三曰与。	严氏见说儿子头有了，心中欢喜，随即安排酒饭，管待二人，与了一千贯赏钱。	19, 19	27, 27	t
先民有言，询于刍荛。	既伐于崇，作邑于丰。	6, 6	2, 2	f
及取梁周翰、董淳之流	郯子之徒，其贤不及孔子	0, 0	8, 8	t
吾欲之南海，何如	辍耕之垄上	2, 2	2, 2	t
大府与之为让，至一再，乃敢改服，以宾主见。	抽刀出鞘天为摇，日月星辰芒骤韬。	4, 4	5, 5	f
